Text,Class
ഉള്ളത് കൊണ്ട് നന്ദി പറയാതെ പണ്ട് ഉള്ളതും ഇപ്പൊ ഉള്ളതും തമ്മിൽ കുറ്റം പറയുന്നു ചിന്തിക്കുക ഇത് പോലും ഇല്ലാത്ത ഒരുപാട് ആൾക്കാർ ഉണ്ട് ഉദാഹരണം കണ്ണ് ഇല്ലാത്തവനെ അതിന്റെ വിഷമം അറിയൂ,Non-abusive
ദൈമേ.....ഒരു സെൻസും ഇല്ലാത്ത ഈ സഹോദരിയെ രക്ഷിക്കാൻ ആരും ഇല്ലേ..... ഇത്രക്കും പൊട്ടിയാവാൻ ...ഒരാൾക്ക് പാറ്റുമോ....,Abusive
ഈ കമ്മികളുടെ ഒരു കാര്യം എന്തായിരുന്നു ഈ സാധനത്തിന്റെ തൊള്ളപൊളി അമ്മേടെ ജിമിക്കി കമ്മലും കമ്മികൾ  താത്വികാമായി ചിന്തിച്ചപോൾ ഇത് വെറും വാഴയായിരുന്നോ?,Abusive
... എത്രയോ അഭ്യസ്ഥവിദ്യർ ഉള്ള കേരളത്തിൽ ആണ്‌ വെറും രാഷ്ട്രീയ പിടിപാട് കൊണ്ട് മാത്രം ചെയർപേഴ്സൺ ബോർഡും വെച്ച് സംഭവമായി ഫയൽ മറിച് കൊണ്ട് ഇരിക്കുന്നത് ...,Non-abusive
നിന്നോട്  എന്തെങ്കിലും നങ്ങൾ പറഞ്ഞാൽ അത് പോലും ഡോക്ടർ വേദനിക്കും അത് കൊണ്ട് ഒന്നും ആരും പറയരുത്,Non-abusive
എന്റെ ബ്രോ ഇത് പോലെയുള്ള സാധനകളെ വെച്ച് വീഡിയോ ചെയ്യല്ലേ,Abusive
വാഴയുടെ കൂടെ കേന്ദ്രത്തിൻ്റെ സൗചലയം സ്കീമിൽ ഒരു അപേക്ഷ കൊടുത്തുകൂടെ...,Non-abusive
ഒരുപാട് ഇഷ്ടയിരുന്നു ദിൽഷാ നിന്നെ നീ പറഞ്ഞല്ലേ എന്നെ ഒരുപാട് അമ്മമാർ ഇഷ്ട പെടുന്നു എന്ന് അതില് ഒരു അമ്മയാണ് ഞാൻ നീ ചെയ്തത് ഒട്ടു ശെരിയായില്ല നിനക്ക് വേണ്ടി എന്താല്ലാ ചെയ്തു ആ ഡോക്ടർ മോൻ അവന്റെ മനസ് എത്ര മാത്രം വിഷമം ആയിണ്ടക്കും പാവം ഡോക്ടർ നിന്നോട് ഉള്ള മതിപ്പ് പോയി നീ ഫെയ്കാണ് ന്ന് മനസിലായി ഇനി ഒരിക്കലും നിന്നെ ഇഷ്ട പെടില്ല വെറുത്ത് പോയി ...... ഡോക്ടർ,Abusive
സെച്ചി കരയാൻ വന്നപ്പോളും പുട്ടി ഇട്ട് ലിപ്സ്റ്റിക് തിന്ന് വന്നത് ആരും കാണാതെ പോകരുത് ആ ആത്മാർത്ഥത ന്റെ കണ്ണ് നിറഞ്ഞു പോയി.,Non-abusive
നിന്റെഅച്ഛനും അമ്മയുടെയും വളർത്തു ഗുണം കൃത്യമായി കാട്ടി ഇതാണോ നീ എപ്പോഴും എന്റെ അച്ഛനും അമ്മയും നല്ലതുപോലെയാണെന്ന് പറയുന്നത് അത് എല്ലാവർക്കും കൃത്യമായി മനസ്സിലായികുടുംബത്തിൻറെ വളർത്തു നീ കാണിക്കുന്നുണ്ട് നന്ദിയില്ലാത്ത വൃത്തികെട്ടവ,Abusive
യുവജന പ്രസ്ഥാനത്തിന്റെ തലപ്പത്തിരിക്കുന്ന ഇവർക്കു യുവാക്കൾക്കു കള്ളും കഞ്ചാവും എം ഡി എമ്മേ യും എത്തിച്ചു കൊടുക്കുന്ന ജോലിയായിരുന്നു നല്ലത്,Non-abusive
നിങ്ങൾ പറഞ്ഞത് ശരിയാണ്. നിങ്ങൾ ശരീരം കാണിച്ച് ഒരു വീഡിയോയും ഇല്ല.,Non-abusive
റോബിൻ ഡോക്ടറുടെ ഫാൻസിന്റെ വോട്ട് കിട്ടിയില്ലായിരുന്നെങ്കിൽ ബ്ലെസ്സില്‍ തന്നെ വിന്നർ ആകുമായിരുന്നു. അതിൽ ഒരു സംശയവുമില്ല. ദിൽഷ ഇപ്പോ പറഞ്ഞ തീരുമാനം തെറ്റായിപ്പോയി രണ്ടുപേരെയും ബിഗ്ബോസിൽ കൊണ്ടുപോയത് പോലെ തന്നെ നല്ല ഫ്രണ്ട്സ് ആയി കൊണ്ടുപോകാമായിരുന്നു. പിന്നെ കല്യാണം അത് ദിൽഷയുടെ തീരുമാനമാണ് അത് ഫാൻസ് പറയുന്നത് കേൾക്കേണ്ട ആവശ്യമില്ല.,Non-abusive
ഒരു ചിന്തയു മില്ലാതെ ചിന്ത പിണറായിക്ക് ചിന്താ ഭാരം  ജനങ്ങൾക്ക് നികുതി ഭാരം,Abusive
ദയവു ചെയ്തു ഇത്തരം കൂതറകളെ വെച്ച് മനുഷ്യനെ വെറുപ്പിക്കരുത്,Abusive
നാണമില്ലേ നിനക്ക് ബ്ലെസ്സിയെ  വലിച്ചിടാൻ അവൻ പുറത്തിറങ്ങിയിട്ട് നിന്നെക്കുറിച്ച് ഒരു വാക്കും പറഞ്ഞിട്ടില്ല ഇനിയെങ്കിലും അവനെ വെറുതെ വിടൂ അവന് കിട്ടേണ്ടിയിരുന്ന ഒരുപാട് ബോട്ടുകൾ അവസാനനിമിഷം നിനക്ക് ലഭിച്ചത് ഡോക്ടർ റോബിൻ കാരണമാണ് നീ ഒരിക്കലും ജനുവിൻ അല്ല നിന്റെ ഇന്റർവ്യൂവിൽ നീ പറഞ്ഞില്ലേ റോബിൻ നിന്നോട് ഇഷ്ടമാണെന്ന് പറഞ്ഞിട്ടില്ല പ്രൊപ്പോസ് ചെയ്തിട്ടില്ല എന്ന് അതൊരു വലിയ കള്ളം അല്ലെ ഇത്രയും ജനങ്ങൾ കാണുന്ന ഒരു പ്രോഗ്രാം കഴിഞ്ഞു നീ വന്നിട്ട്  കള്ളം പറയുന്നത് നിനക്ക് നാണമില്ലേ നല്ല നാടകം,Non-abusive
അമ്മമാർ വെറുതെ ഇരിക്കുവല്ലേ തൂമ്പ എടുത്ത് കേളക്കുവല്ലല്ലോ  കേളച്ചത്  പിണറായി യെ ആയിപ്പോയി അതാ  ഓന്റെ ചൊറിച്ചിലാ ഈ കണ്ടത്,Non-abusive
നീയാണ് പഠിച്ച കള്ളി.നിൻ്റെ ആവിശ്യം കഴിഞ്ഞു.ഇപ്പൊ റോബിൻ പുറത്ത്.നീയാണ് പെണ്ണ്.,Abusive
വീഡിയോ കാണാതെ തന്നെ ഡിസ്‌ലൈക് ചെയ്ത എത്ര പേരുണ്ട്?,Non-abusive
ഈ ദിൽഷ ആർമി തന്നെ ഡോക്ടറിന്റെ ഫാൻസ്‌ ആണ്,Abusive
ദിലു നീ പറഞ്ഞില്ലേ നിന്റെ വീട്ടുകാരെ നിനക്ക് വലിയ ഇഷ്ടമാണ് എന്ന് അങ്ങനെ ആണെങ്കിൽ നിന്റെ വീട്ടുകാർക്ക് ഒരുപാട് ഇഷ്ടമുള്ള ആള് ആണല്ലോ ഡോക്ടർ അവർ പറഞ്ഞാൽ നീ ഡോക്ടറിനെ കല്യാണം കഴിക്കുമോ,Non-abusive
ചേട്ടന്റെ പ്രോഗ്രാം തുടങ്ങിയിട്ട് ഇത്രയും കൂടുതൽ ഡിസ്‌ലൈക്ക് കിട്ടിയ വേറൊരു എപ്പിസോഡ് ഉണ്ടാവാൻ സാധ്യതയില്ല...,Non-abusive
ഇവളെ ഊളം പാറ ആശുപത്രിയിൽ ആകണം മൂത്ത വട്ട് ആണ്,Abusive
അനൂപ് സോറി... ഡിസ്‌ലൈക് അടിച്ചിട്ടുണ്ട്... ഇതുപോലെയുള്ള  സദാനങ്ങളെ ഈ നല്ല പരിപടയിൽ കൊണ്ടു വരരുതായിരുന്നു,Non-abusive
ഞങളുടെ റോബിൻ നിനോട് എന്ത് തെറ്റ് ചെയ്തു...നിനക്ക് പറ്റില്ലെങ്കിൽ നീ പോകൂ...വെറുതെ ഞങളുടെ റോബിൻ നു പ്രതീക്ഷ കൊടുക്കരുത്....എല്ലാം നിർത്തികൊലൂ..,Non-abusive
ആരാ ഈ കൂതറ? വെറുതെ വഴിയിൽ കൂടി പോവുന്നവരെ വിളിച്ചിരുത്തി ഇന്റർവ്യൂ എടുക്കരുത്. ദാരിദ്ര്യം.,Abusive
രണ്ടുപേരുടെയും മനസ്സിനേറ്റ മുറിവുകൾ എത്രയും വേഗം സുഖമായി ഉയരങ്ങൾ കീഴടക്കൂ...,Non-abusive
റിയാസ് നു ഇവളെ ആദ്യമേ മനസിലായി.. റിയാസ് പറഞ്ഞതാണ് കറക്റ്റ്.. എന്നാലും ഇജ്ജാതി അഭിനയം,Abusive
പേഴ്സണൽ റിലേഷൻഷിപ്പ് നിർത്തി പോയ ആളുകൾ വീണ്ടും പേഴ്സണൽ മെസ്സേജ് അയക്കണമായിരുന്നു ബല്ലാത്ത ജാതി,Non-abusive
ഇ ഷോ ആദ്യമായ് ഒരു ഡിസ്‌ലൈക്ക് അടി ക്കേണ്ടി വന്നു എന്ത് ഷോഗമാണ് ബായ്  ഇതിലും നല്ലത്,Non-abusive
ഇവൾ പണ്ട് ഒരു ടി വി ഷോയിൽ ചന്തിയിൽ വിരള് ഇട്ട് മനപ്പിച്ചവൾ ആണ്..... പൂറി മോൾ,Abusive
അതിന് വാഴയെ അങ്ങ് നിരോധിക്കണം അല്ലെങ്കിൽ വാഴക്കുലയുടെ നിറം മാറ്റണം,Non-abusive
ഡോക്ടർ റോബിൻ ഫാൻസ് വോട്ട് തന്നില്ല എങ്കിൽ നീ വിജയിക്കില്ല ഡോക്ടർ റോബിൻ ചോദിക്കുന്നത് പോലെ നീയെന്തുവാ ഐശ്വര്യ റായ് ആണോ ഞങ്ങളുടെ ഡോക്ടർ റോബിൻ എത്ര നല്ല പെണ്ണുങ്ങളെ കിട്ടും അപ്പോൾ അവളുടെ ഒരു ജാഡ ഒന്ന് പോടീ നീയൊന്നുമല്ല ബിഗ് ബോസിന്റെ വിന്നർ അത് ഞങ്ങളുടെ ഡോക്ടർ റോബിനാണ് ബിഗ് ബോസ് സീസൺ4 ഓർക്കുവാണെങ്കിൽ അത് ഡോക്ടർ റോബിനെ ഓർക്കു അതാണ് ഡോക്ടർ,Abusive
